This is the Gotham Factory network traffic,,,,,,,,,,,,,,,,
timestamp,userid,id original,id.orig_p,id response,id.resp_p,protocol,service,duration in seconds,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1526832348.33266,CAmmyPhS5ivLxUTf4,192.168.2.5,49733,144.217.59.75,22,tcp,ssh,3.689584,589,1801,SF,13,1273,16,2641,Malicious
1526880513.38329,CV0HJ12yPTU4NbSFTh,192.168.2.5,33218,137.205.232.143,22,tcp,ssh,3.406723,589,2241,SF,13,1273,15,3029,Malicious
1526802954.82488,C1MEX51fTCobB1S0f,192.168.2.5,51361,144.202.50.228,22,tcp,ssh,4.949261,589,1801,SF,13,1273,15,2589,Malicious
1551386570.71023,CQWDfq1OvoSiYGjLUk,192.168.1.200,53620,66.68.48.154,23,tcp,-,0.167158,0,0,REJ,2,120,2,80,Malicious
1526824669.12984,CtoEZvxaKrgLOwCJf,192.168.2.5,39831,196.196.116.149,22,tcp,ssh,2.269375,589,1801,SF,13,1273,16,2641,Malicious
1526765715.98102,Cronlo3csdmRaJtXae,192.168.2.5,58491,69.168.53.102,22,tcp,ssh,2.115772,589,1985,SF,13,1273,13,2669,Malicious
1526808252.3933,CQVxg71D9spFVaMiRe,192.168.2.5,35702,182.140.141.229,22,tcp,ssh,5.538891,589,2603,SF,14,1325,17,3507,Malicious
1526810307.30412,C5cruU38ac6OunyKu2,192.168.2.5,35992,182.253.179.62,22,tcp,ssh,5.57848,589,2599,SF,17,1625,16,3451,Malicious
1551386488.34527,CqwYbv2GQJEL0NcZxi,192.168.1.200,37534,189.203.214.178,23,tcp,-,0.188398,0,0,REJ,2,120,2,80,Malicious
1526811103.27393,C2nIkX2ksfX7Fze084,192.168.2.5,60517,182.254.242.24,22,tcp,ssh,3.072832,589,1801,SF,15,1377,13,2485,Malicious
1526846798.04634,CDJ6K32G2IXlEMsh0a,192.168.2.5,56675,191.190.223.130,22,tcp,ssh,6.467319,589,2940,SF,18,1566,17,3844,Malicious
1551381777.08754,Ci4jewtMSIKVCr8Z4,192.168.1.200,55768,187.104.140.209,23,tcp,-,0.253358,0,0,REJ,2,120,2,80,Malicious
1526809062.27743,C4miCi4NpN9GaqIaGj,192.168.2.5,51035,182.162.21.39,22,tcp,ssh,6.913013,589,1801,SF,15,1377,15,2589,Malicious
1551388672.20948,C2ubSY26gT5BGhBwvl,192.168.1.200,58718,177.161.208.214,23,tcp,-,1.314765,0,0,REJ,4,240,2,80,Malicious
1547085406.1363,CSi19OrgQ3J92XCKl,192.168.1.194,38430,51.254.34.215,22,tcp,ssh,2.455848,1726,1529,SF,15,2514,14,2265,Malicious
1526772944.53226,CMn14qPyYSegE9QEh,192.168.2.5,39673,31.162.62.5,22,tcp,ssh,4.274132,589,1159,SF,15,1377,17,2063,Malicious
1526845173.50292,CnHbzL2mY00PURpdDf,192.168.2.5,49791,191.168.7.36,22,tcp,ssh,4.363392,589,1000,SF,15,1209,18,1724,Malicious
1526840320.73184,C6Xx6u2Sf5j06htRY,192.168.2.5,38435,219.166.145.165,22,tcp,ssh,4.402192,589,1434,SF,13,1273,13,2118,Malicious
1526809046.3644,CFWBPZvf93uOj8iQ4,192.168.2.5,51013,182.162.21.39,22,tcp,ssh,6.961375,589,1801,SF,16,1429,16,2641,Malicious
1526822246.45595,Ci1FfMxmy36Wrip22,192.168.2.5,49589,196.192.15.94,22,tcp,ssh,3.520228,589,1340,SF,13,1273,12,1976,Malicious
1526767749.83167,CmYWVpRFWACJaJwil,192.168.2.5,33767,69.163.134.27,22,tcp,ssh,5.039356,589,2296,SF,13,1273,15,3084,Malicious
1526800831.04023,CucZvd1Pjn9jz2mX1b,192.168.2.5,57211,144.202.99.195,22,tcp,ssh,4.347908,589,2209,SF,13,1273,15,2997,Malicious
1526882831.10237,CltgsB49VVRAmIVZxk,192.168.2.5,47868,137.175.44.42,22,tcp,ssh,4.232095,589,1801,SF,15,1377,15,2589,Malicious
1526880601.8803,CxAoHn1Suc85TLvpg4,192.168.2.5,33344,137.205.232.143,22,tcp,ssh,2.887034,589,2241,SF,13,1273,15,3029,Malicious
1551409355.73685,CvHnln4cuS9CZu3dyi,192.168.1.200,56110,104.161.115.91,23,tcp,-,0.171675,0,0,REJ,2,120,2,80,Malicious
1551407967.59183,CRDvG01j6P6MT83wda,192.168.1.200,47832,177.48.110.77,23,tcp,-,3.750896,0,0,REJ,6,360,2,104,Malicious
1526774525.72095,CsJauU12I6HjzyTAWe,192.168.2.5,58454,31.168.214.125,22,tcp,ssh,1.962082,589,1945,SF,13,1273,13,2633,Malicious
1551392785.68083,C5WFVr2gNmn3uWHFH8,192.168.1.200,41430,47.100.101.136,23,tcp,-,1.382454,0,0,REJ,4,240,2,80,Malicious
1526875170.23697,Cxsuh02P44UL9rsKLf,192.168.2.5,51570,203.137.182.59,22,tcp,ssh,4.911961,589,2603,SF,14,1325,14,3339,Malicious
1526838424.29817,Cb90jm4noy3QIXaeB9,192.168.2.5,44242,219.235.3.132,22,tcp,ssh,5.066736,589,1801,SF,13,1273,16,2641,Malicious
1551382748.67912,CkQTLf48HMDjSubTh,192.168.1.200,55856,60.68.147.27,23,tcp,-,0.291082,0,0,REJ,2,120,2,80,Malicious
1547080820.96883,CHIeS84khme9eJbUw1,192.168.1.194,44756,118.24.7.119,22,tcp,-,5.701748,1726,1877,SF,14,1030,13,2561,Malicious
1551385650.90287,C60zjX1YBjRh7B4g7f,192.168.1.200,52608,121.199.60.54,23,tcp,-,0.327311,0,0,REJ,2,120,2,80,Malicious
1526811054.93285,C2jaiOEeu38kc1R92,192.168.2.5,58088,182.132.240.242,22,tcp,ssh,5.165939,589,895,SF,14,1301,14,1631,Malicious
1526772539.46431,CRe0lWp2BYk3vaOna,192.168.2.5,53559,31.145.9.194,22,tcp,ssh,0.920771,537,1135,SF,14,1117,17,1819,Malicious
1551408816.51608,CtaURJ40kD7S5JIig,192.168.1.200,53288,221.161.148.107,23,tcp,-,0.280828,0,0,REJ,2,120,2,80,Malicious
1526760067.9114,Ch48Jq1yYzjxdBZ5gb,192.168.2.5,42675,121.201.38.22,22,tcp,ssh,4.886302,589,1801,SF,13,1273,16,2641,Malicious
1526810440.8172,CrL3RNpT8gmdjsKw1,192.168.2.5,36190,182.253.179.62,22,tcp,ssh,4.715044,589,2599,SF,15,1461,16,3451,Malicious
1551409695.94456,C9Xq6H3BP8yDeS7Pw5,192.168.1.200,56140,38.122.34.129,23,tcp,-,0.107441,0,0,REJ,2,120,2,80,Malicious
1526816377.87929,CDO7ZVvzrkk8VrVl4,192.168.2.5,50309,148.251.35.54,22,tcp,ssh,0.82587,589,1301,SF,13,1273,15,2089,Malicious
1526845437.53491,CtsTWiNXPJ22PLfA2,192.168.2.5,50130,191.168.7.36,22,tcp,ssh,6.820028,589,1000,SF,15,1229,16,1648,Malicious
1526773327.20158,CEOi6v2LzUKT8vG0j1,192.168.2.5,33147,31.28.24.215,22,tcp,ssh,0.998772,589,1801,SF,15,1377,16,2641,Malicious
1526873638.5587,CVpbOo2bFiK4uUPPFh,192.168.2.5,39636,203.30.229.16,22,tcp,ssh,5.867581,589,1413,SF,13,1273,11,1993,Malicious
1526767695.75049,Ckj1yu2gKNtu8L8wQh,192.168.2.5,33697,69.163.134.27,22,tcp,ssh,5.205319,605,2296,SF,15,1393,15,3084,Malicious
1526816365.5818,Cf6w1l4DByE2RJoQJ6,192.168.2.5,50280,148.251.35.54,22,tcp,ssh,0.867836,589,1301,SF,15,1377,15,2089,Malicious
1551412054.99407,CSnYfw1oC6Z32z19e9,192.168.1.200,46904,14.92.43.83,23,tcp,-,0.287595,0,0,REJ,2,120,2,80,Malicious
1526873652.27158,CiH8CB15NfUqwTYZRa,192.168.2.5,39655,203.30.229.16,22,tcp,ssh,4.459126,589,1413,SF,13,1273,11,1993,Malicious
1551384749.93898,CbZsp74DJHeC6OIbT9,192.168.1.200,50712,126.216.134.148,23,tcp,-,0.285594,0,0,REJ,2,120,2,80,Malicious
1547088695.88399,CpVwKr1pG06l61EIt7,192.168.1.194,37500,35.230.179.222,22,tcp,ssh,1.130348,1642,1661,SF,15,2430,12,2293,Malicious
1526832576.15734,CquiHq2UD86ciaKKZk,192.168.2.5,53048,144.48.6.29,22,tcp,ssh,5.388287,589,1745,SF,15,1377,15,2533,Malicious
1547092020.3552,C4iWTG1KTwIcq3tAPj,192.168.1.194,57186,139.59.84.213,22,tcp,ssh,2.4521,1642,2059,SF,15,2430,14,2795,Malicious
1526802320.14223,CtJCey1OKmKdRcpANj,192.168.2.5,50970,144.217.110.36,22,tcp,ssh,3.181869,605,2241,SF,13,1289,15,3029,Malicious
1551386474.25279,CTMq4fBpTszHQAxk,192.168.1.200,55288,60.117.64.56,23,tcp,-,0.280343,0,0,REJ,2,120,2,80,Malicious
1526804026.71359,CVHfm71Fv5Ui79G6B9,192.168.2.5,53619,144.76.243.178,22,tcp,ssh,3.533007,589,2209,SF,15,1377,15,2997,Malicious
1551389313.31027,ChJ2493ThYNUlbU443,192.168.1.200,60412,121.132.10.45,23,tcp,-,0.306081,0,0,REJ,2,120,2,80,Malicious
1526810800.61809,CcNoCp4sUAQCbRqjm8,192.168.2.5,51875,182.48.220.1,22,tcp,ssh,6.906122,589,1048,SF,16,1401,15,1656,Malicious
1551381616.08335,CSWoMa22dZrWJ9OA88,192.168.1.200,55564,177.119.116.50,23,tcp,-,0.38629,0,0,REJ,2,120,2,80,Malicious
1526873820.3957,Cg7eFl42pT905U0mje,192.168.2.5,39881,203.30.229.16,22,tcp,ssh,4.914708,589,1413,SF,15,1377,11,1993,Malicious
1526832413.59193,CRke4J3wM0Buqu6Md8,192.168.2.5,50626,144.217.24.210,22,tcp,ssh,3.555569,589,1801,SF,15,1377,15,2589,Malicious
1526822291.49432,CH7NTG3Mhjhm6BLwC8,192.168.2.5,49650,196.192.15.94,22,tcp,ssh,3.301406,589,1340,SF,15,1377,12,1976,Malicious
1547078675.55756,CfTT0r2DCuODnZJFa9,192.168.1.194,34606,13.112.61.145,22,tcp,ssh,2.486338,1642,1469,SF,14,2378,12,2101,Malicious
1526800992.57723,CmoTqf2V1Mfaii6Bo7,192.168.2.5,57422,144.202.99.195,22,tcp,ssh,3.949208,589,2209,SF,15,1377,15,2997,Malicious
1547091621.3237,Ci7S283n0c8skoTcEb,192.168.1.194,40214,76.172.164.151,22,tcp,ssh,36.26555,2914,1362,SF,18,3858,14,2098,Malicious
1547091657.65496,CniWzD3rkhPeQbJb7c,192.168.1.194,46632,13.125.178.35,22,tcp,ssh,4.690074,1726,1411,SF,14,2462,14,2147,Malicious
1551408726.577,CCTOQP1GUI6mYMzMA8,192.168.1.200,43496,119.221.154.201,23,tcp,-,0.29059,0,0,REJ,2,120,2,80,Malicious
1526867681.70335,CGlYAo16unAXgxH89g,192.168.2.5,47781,204.85.2.160,22,tcp,ssh,5.629319,589,2603,SF,17,1493,16,3443,Malicious
1526766991.81346,CUwWwf3gcD52iPGm8,192.168.2.5,36230,69.163.132.236,22,tcp,ssh,5.06718,589,2296,SF,13,1273,15,3084,Malicious
1526832509.50327,CEcn9z3etoB7ZmVSSk,192.168.2.5,50778,144.217.24.210,22,tcp,ssh,6.757667,589,1801,SF,14,1333,14,2537,Malicious
1551382340.51934,Cltmue2kMpJtHr467b,192.168.1.200,33242,154.146.143.205,23,tcp,-,2.45461,0,0,REJ,4,240,2,80,Malicious
1526852466.21224,CyluSv1GpTzB3KkpLg,192.168.2.5,53288,51.15.137.6,22,tcp,ssh,2.493862,589,2603,SF,16,1429,16,3443,Malicious
1526866833.91472,CtP0tc1p6H4C3EubZ5,192.168.2.5,37965,204.188.253.197,22,tcp,ssh,3.673848,589,1801,SF,16,1513,15,2601,Malicious
1551387100.37418,CKmDIr6zWAWx3ykS6,192.168.1.200,42068,220.230.236.200,23,tcp,-,0.281854,0,0,REJ,2,120,2,80,Malicious
1551406457.75846,CtyBIz47mh7UR5Mbt8,192.168.1.200,36342,192.155.180.233,23,tcp,-,144.18379,0,0,S2,20,880,2,104,Malicious
1526853695.01066,CAVAoVpEJQQYaotGh,192.168.2.5,44094,51.15.2.81,22,tcp,ssh,4.074868,589,2600,SF,16,1429,16,3440,Malicious
1551402873.66055,CA7Gfe39Hsal4IbZb8,192.168.1.200,49142,212.183.219.180,23,tcp,-,3.227158,0,0,REJ,6,360,2,80,Malicious
1526809993.66427,CUDETMF2YUrZWD9Fc,192.168.2.5,60630,182.61.142.247,22,tcp,ssh,5.45197,589,2603,SF,15,1389,16,3443,Malicious
1551397402.5815,C1Ur5R3IWvk1YOGJna,192.168.1.200,54762,179.161.42.55,23,tcp,-,0.312075,0,0,REJ,2,120,2,80,Malicious
1551392823.53946,C6BxWa38D2ni8VFOt3,192.168.1.200,47682,222.102.179.178,23,tcp,-,0.303083,0,0,REJ,2,120,2,80,Malicious
1526801075.35122,CPFBzd1MxCsCgcSYee,192.168.2.5,49027,144.76.20.146,22,tcp,ssh,2.544184,589,1769,SF,15,1209,15,2373,Malicious
1526866268.19581,CaTfo03jEVSHSUOWKe,192.168.2.5,58425,204.44.70.46,22,tcp,ssh,5.809137,589,1801,SF,15,1377,16,2641,Malicious
1526803786.66052,CajbJB4tyzPznRo3L5,192.168.2.5,37560,144.21.90.11,22,tcp,ssh,1.129534,589,1801,SF,13,1273,13,2485,Malicious
1551384104.49769,CmYNXxztK4F1qELhj,192.168.1.200,38352,210.178.154.200,23,tcp,-,0.294586,0,0,REJ,2,120,2,80,Malicious
1526810115.22717,C1Wv7Z3TDFllEHsvn3,192.168.2.5,60795,182.61.142.247,22,tcp,ssh,5.720998,589,2603,SF,14,1325,16,3443,Malicious
1526802556.77945,C4rGOF2TI3ft9x1SDh,192.168.2.5,54870,144.76.225.231,22,tcp,ssh,2.430356,589,1769,SF,15,1377,15,2557,Malicious
1526810983.13095,CdGaJr4hWapOyoHq26,192.168.2.5,60324,182.254.242.24,22,tcp,ssh,3.442824,589,1801,SF,13,1273,13,2485,Malicious
1526837302.475,CQFdE52rYNElaXequb,192.168.2.5,47379,219.94.128.110,22,tcp,ssh,5.050712,589,1461,SF,14,1377,12,2093,Malicious
1526851580.62893,CvOPTg36xuIITRgfGa,192.168.2.5,35037,51.254.203.244,22,tcp,ssh,2.327167,589,2599,SF,16,1429,16,3439,Malicious
1526810767.92973,CtuLC432D6LZpUuqN5,192.168.2.5,50962,182.69.18.77,22,tcp,ssh,6.007098,589,782,SF,13,1273,14,1518,Malicious
1526883283.97558,CXkQlO19nctUu9ZHj3,192.168.2.5,42692,137.74.205.82,22,tcp,ssh,3.461611,589,1891,SF,14,1393,16,2743,Malicious
1551408622.37607,C1YVrj37MbTziun8gj,192.168.1.200,43018,118.55.150.77,23,tcp,-,1.296758,0,0,REJ,4,240,2,80,Malicious
1526865948.57818,CyaPbT3HM0d39smqw9,192.168.2.5,57889,204.188.220.234,22,tcp,ssh,4.501191,589,2603,SF,14,1325,16,3443,Malicious
1526800793.42056,CgimN82zUcQmQ8aJoc,192.168.2.5,57163,144.202.99.195,22,tcp,ssh,3.929567,589,2209,SF,13,1273,15,2997,Malicious
1526852553.9468,C1IhZP1ZhpDucCQgIf,192.168.2.5,53429,51.15.137.6,22,tcp,ssh,2.292243,589,2603,SF,14,1325,16,3443,Malicious
1526875166.62659,CDNboR38WmR4vwmrHd,192.168.2.5,51565,203.137.182.59,22,tcp,ssh,4.01572,589,2603,SF,16,1429,13,3287,Malicious
1551389701.78251,C9lOkC2jSqR7ItriWj,192.168.1.200,46804,172.247.169.215,23,tcp,-,0.17164,0,0,REJ,2,120,2,80,Malicious
1551379554.47928,CW1Zvn4C7YHCCrjWo7,192.168.1.200,39394,160.204.234.155,23,tcp,-,3.348837,0,0,REJ,6,360,2,80,Malicious
1551383922.92002,Cdokb53dHm7kfpWzjf,192.168.1.200,42238,47.98.96.141,23,tcp,-,1.36074,0,0,REJ,4,240,2,80,Malicious
1526846784.14343,CL0rF14wzav9kp57G5,192.168.2.5,51744,191.102.136.68,22,tcp,ssh,4.021574,589,2241,SF,16,1429,16,3081,Malicious
1526773051.51907,CoC6F32BbMnmiBeVli,192.168.2.5,39824,31.162.62.5,22,tcp,ssh,2.491196,589,1159,SF,17,1445,17,2051,Malicious
1526852567.55129,CsgyY74VCVcqZLXIgj,192.168.2.5,53449,51.15.137.6,22,tcp,ssh,2.649891,589,2603,SF,14,1325,16,3443,Malicious
1526874958.6638,Co2qGK3NCQMSf7tqVk,192.168.2.5,51285,203.137.182.59,22,tcp,ssh,3.996253,605,2603,SF,14,1341,14,3339,Malicious
1551400315.39445,CGJtxm1YB2VcymBwo7,192.168.1.200,35780,103.100.113.130,23,tcp,-,0.332548,0,0,REJ,2,120,2,80,Malicious
1526800657.45639,CQdBNB4ROyGpcykX7l,192.168.2.5,56984,144.202.99.195,22,tcp,ssh,4.91547,589,2209,SF,15,1377,15,2997,Malicious
1526851725.24334,Cu7jZg3eAXyQzUU1Yh,192.168.2.5,35253,51.254.203.244,22,tcp,ssh,2.589,589,2599,SF,14,1325,16,3439,Malicious
1526794265.45783,ChhOgtymZlellXA4a,192.168.2.5,40957,161.246.34.147,22,tcp,ssh,5.991927,589,2603,SF,14,1325,16,3443,Malicious
1526883392.54136,Cqu2Ysd2e9AjENs0c,192.168.2.5,42753,137.74.205.82,22,tcp,ssh,2.907286,589,1891,SF,13,1273,15,2679,Malicious
1526829893.63745,C7SmAG1QZBCAvyQZG8,192.168.2.5,53810,144.76.156.49,22,tcp,ssh,2.601541,589,2590,SF,14,1325,16,3430,Malicious
1526811323.14553,CgEYM51Nt2EkJwQT24,192.168.2.5,58459,182.132.240.242,22,tcp,ssh,6.679563,589,887,SF,14,1301,14,1623,Malicious
1526880060.77255,CfsjOB2d462foCap6g,192.168.2.5,33370,137.118.99.28,22,tcp,ssh,3.187085,589,895,SF,14,1301,14,1631,Malicious
1526838557.36896,CGcz7A1H9LzR1yokie,192.168.2.5,44417,219.235.3.132,22,tcp,ssh,6.452115,589,1801,SF,13,1273,15,2589,Malicious
1551391237.24345,CJ7vTP3ibaQh5SMY9g,192.168.1.200,39274,163.220.215.104,23,tcp,-,61.386967,12,45,SF,24,1112,14,698,Malicious
1526765563.70895,CNE0tt1C1S9NxGiCqf,192.168.2.5,41107,69.131.140.8,22,tcp,ssh,3.556871,589,1024,SF,14,1325,16,1864,Malicious
1526830085.65541,CATv352rn1o7u9TkP1,192.168.2.5,54076,144.76.156.49,22,tcp,ssh,2.64708,589,2590,SF,16,1429,16,3430,Malicious
1526852390.32573,ClEyvUflbEpJPtqad,192.168.2.5,53147,51.15.137.6,22,tcp,ssh,2.357257,589,2603,SF,16,1429,16,3443,Malicious
1526810656.64194,CIsgR63Y03EGA47Gi4,192.168.2.5,51636,182.48.220.1,22,tcp,ssh,4.935356,589,1048,SF,13,1129,13,1572,Malicious
1526808063.78789,CuGRt61wDpdTs4Hbs5,192.168.2.5,35448,182.140.141.229,22,tcp,ssh,4.488077,589,2603,SF,14,1325,16,3443,Malicious
1526875987.39004,CQCXdV3X49nj385UZb,192.168.2.5,56364,203.44.30.106,22,tcp,ssh,7.369141,589,1250,SF,14,1409,15,2050,Malicious
1547082054.97441,Ce4Qqs16m8YDsLlhkl,192.168.1.194,33584,80.53.110.57,22,tcp,-,0.123916,1474,351,SF,7,1846,6,671,Malicious
1551400634.21334,CIVZhq1317aTuClYp1,192.168.1.200,56036,160.163.116.62,23,tcp,-,1.135864,0,0,REJ,4,240,2,80,Malicious
1526832410.11395,CECX3z38PwjeoTShig,192.168.2.5,50619,144.217.24.210,22,tcp,ssh,3.591452,589,1801,SF,15,1377,15,2589,Malicious
1551382241.3838,C5pIxk4MwjuX0S9zag,192.168.1.200,52962,103.47.34.108,23,tcp,-,0.367546,0,0,REJ,2,120,2,80,Malicious
1526810562.81278,CKAatWndV9puva5l,192.168.2.5,37637,182.72.70.168,22,tcp,ssh,14.544666,589,1745,SF,13,1129,16,2397,Malicious
1526832315.6832,CnXOZC4Mnm05bnm9l2,192.168.2.5,50472,144.217.24.210,22,tcp,ssh,5.412154,589,1801,SF,14,1341,15,2601,Malicious
1547077078.76524,CZKHuv4LgSXtKQmrlc,192.168.1.194,44952,35.221.207.161,22,tcp,-,2.411132,1642,1627,SF,13,894,13,2323,Malicious
1526772424.65484,CVADnV3sMzEKGZTFZ8,192.168.2.5,49185,31.3.184.139,22,tcp,ssh,4.287181,589,1348,SF,16,1437,18,2300,Malicious
1526810645.82183,CPp2aN3OK1NvPcKIm7,192.168.2.5,57406,182.218.135.183,22,tcp,ssh,5.393744,589,1083,SF,15,1377,15,1871,Malicious
1526800929.42316,Cx4Mtl2zHy9gwMRnVl,192.168.2.5,57339,144.202.99.195,22,tcp,ssh,5.623243,589,2209,SF,13,1273,15,2997,Malicious
1551383867.94022,CsjRhM1USDsbC4LnTk,192.168.1.200,51536,196.84.192.169,23,tcp,-,0.061969,0,0,REJ,2,120,2,80,Malicious
1526845519.27856,C1vYKe4GrHfQlMXmBh,192.168.2.5,50238,191.168.7.36,22,tcp,ssh,4.480191,589,1000,SF,16,1249,17,1684,Malicious
1526873796.64502,CluD6C2ptfZJ56pXM4,192.168.2.5,39850,203.30.229.16,22,tcp,ssh,5.561174,589,1413,SF,15,1377,11,1993,Malicious
1526865896.35737,CXF2UN1jadZv1Xz502,192.168.2.5,57820,204.188.220.234,22,tcp,ssh,5.352728,589,2603,SF,16,1429,16,3443,Malicious
1526831393.14227,CmuTdjEMaTbEpzXZg,192.168.2.5,60550,144.76.228.131,22,tcp,ssh,0.359056,589,2241,SF,13,1273,13,2925,Malicious
1551396010.32158,CH1caK3JF4tTe6HGt1,192.168.1.200,37186,197.130.136.206,23,tcp,-,1.290262,0,0,REJ,4,240,2,80,Malicious
1526768083.77483,CyBAqR2UcqDHpa9Mr6,192.168.2.5,42228,69.158.20.101,22,tcp,ssh,2.422259,589,1102,SF,15,1209,17,1806,Malicious
1526879872.27027,CwvrCS1GcIwFeGD2i,192.168.2.5,33116,137.118.99.28,22,tcp,ssh,3.260783,589,895,SF,16,1405,16,1735,Malicious
1526830276.74111,CI04dgTkrbyhKfq0a,192.168.2.5,47247,144.217.86.0,22,tcp,ssh,4.506761,589,2600,SF,14,1325,16,3440,Malicious
1551387590.35415,Cv0rZq2aIDRPQQs562,192.168.1.200,53972,112.179.206.174,23,tcp,-,0.312824,0,0,REJ,2,120,2,80,Malicious
1551407524.68639,COmvgo3j4bU1RKbkGb,192.168.1.200,43302,128.163.173.138,23,tcp,-,0.128185,0,0,REJ,2,120,2,80,Malicious
1526809301.77442,CtWVlmGL0H9RcG84l,192.168.2.5,34456,182.75.45.134,22,tcp,ssh,6.568638,589,1094,SF,13,1273,14,1830,Malicious
1526768096.07473,CJRvf536Ch2AqlmPj,192.168.2.5,42248,69.158.20.101,22,tcp,ssh,2.929278,589,1094,SF,15,1230,16,1758,Malicious
1526802533.05162,CW0JCP1M35fWqtH1oe,192.168.2.5,54835,144.76.225.231,22,tcp,ssh,3.096462,589,1769,SF,14,1377,16,2621,Malicious
1551384415.42979,Ckdsjv2leqxZPZM8O,192.168.1.200,54516,156.244.222.199,23,tcp,-,1.235034,0,0,REJ,4,240,2,80,Malicious
1526846463.37842,CuVqFC3BLqNIFeet1d,192.168.2.5,55302,191.239.60.163,22,tcp,ssh,3.965852,589,2574,SF,16,1429,18,3518,Malicious
1547081074.88778,CxPI883YO0DdP6NKK6,192.168.1.194,38738,83.213.3.198,22,tcp,ssh,3.12322,1790,1421,SF,15,2578,15,2209,Malicious
1526854378.17929,CMzCQ11HNPNdu4gJ01,192.168.2.5,38423,51.254.123.104,22,tcp,ssh,2.903137,589,2603,SF,14,1325,16,3443,Malicious
1526875894.94962,CSpHNR0l4USbab4sg,192.168.2.5,56247,203.44.30.106,22,tcp,ssh,8.014375,589,1250,SF,14,1325,13,1934,Malicious
1526758612.34788,CqFlKT3xJEbZe5uye9,192.168.2.5,40655,121.43.172.143,22,tcp,ssh,4.252843,589,2241,SF,13,1273,15,3029,Malicious
1551401750.57375,Ct6O2AxR67KUjD3bb,192.168.1.200,34160,126.203.171.138,23,tcp,-,0.282837,0,0,REJ,2,120,2,80,Malicious
1526852341.05494,CS6Awl1OLOVNkx3Xa3,192.168.2.5,34967,51.144.1.7,22,tcp,ssh,2.233143,589,2583,SF,16,1429,16,3423,Malicious
1526873768.58033,Crmf0v4KVw1XELNa7b,192.168.2.5,39814,203.30.229.16,22,tcp,ssh,5.630683,589,1413,SF,14,1341,12,2057,Malicious
1526800688.59015,Cv1EPU2jpseZrNys08,192.168.2.5,57025,144.202.99.195,22,tcp,ssh,4.327981,589,2209,SF,13,1273,15,2997,Malicious
1551384057.93981,CQ7dFcPxpFKlUgfM8,192.168.1.200,43048,77.93.126.65,23,tcp,-,0.067215,0,0,REJ,2,120,2,80,Malicious
1526803795.34497,C5xii769jkM8M5Wn1,192.168.2.5,37576,144.21.90.11,22,tcp,ssh,1.294765,589,1801,SF,15,1377,13,2485,Malicious
1526772908.95406,CNJ49i3BGpAQBOEqJi,192.168.2.5,39625,31.162.62.5,22,tcp,ssh,3.604502,589,1159,SF,14,1313,16,1931,Malicious
1526802472.43704,CBaWTK3X9z7VFWj38a,192.168.2.5,54731,144.76.225.231,22,tcp,ssh,1.563185,589,1769,SF,13,1273,16,2609,Malicious
1526851651.6007,CYkQGv4Tgty5yDrmF,192.168.2.5,35144,51.254.203.244,22,tcp,ssh,2.090622,589,2599,SF,14,1325,16,3439,Malicious
1551391292.65261,CzUjxf11Vgzysn2YTf,192.168.1.200,48054,202.118.241.181,23,tcp,-,3.376059,0,0,REJ,6,360,2,80,Malicious
1551380969.63072,Cs0a6j4mP0e4YAKiTh,192.168.1.200,44566,119.187.149.250,23,tcp,-,55.073973,27,83,RSTO,54,2898,42,2414,Malicious
1526808408.32519,CHHdBs38KioZwkbMc5,192.168.2.5,45497,182.129.240.170,22,tcp,ssh,5.068901,589,895,SF,14,1301,14,1631,Malicious
1526758612.96256,CLOJ5HXdl5icg6ltb,192.168.2.5,35000,121.41.11.135,22,tcp,ssh,3.719208,589,1801,SF,15,1377,15,2589,Malicious
1526851730.62637,CclSeR1cra5xYhEYl3,192.168.2.5,35261,51.254.203.244,22,tcp,ssh,2.61075,589,2599,SF,14,1325,16,3439,Malicious
1526866830.45117,CoZmO31upQM6Iceka5,192.168.2.5,37960,204.188.253.197,22,tcp,ssh,3.692856,589,1801,SF,15,1377,15,2589,Malicious
1547082818.44889,C3sPHt4dbYPyqcOOx4,192.168.1.194,50138,58.176.162.209,22,tcp,ssh,6.001596,2146,2429,SF,16,2986,16,3269,Malicious
1551381815.78354,Cvh38Z1gxCcCFF0IZh,192.168.1.200,35364,108.105.154.15,23,tcp,-,1.008173,0,0,REJ,2,120,2,80,Malicious
1547084827.75627,C08XkX13VJJL4jh3Mi,192.168.1.194,46238,192.95.20.194,22,tcp,ssh,3.081482,1802,1487,SF,14,2538,14,2223,Malicious
1551407234.43512,Cwgm1i1OlMgBXp7gUc,192.168.1.200,36170,190.166.119.111,23,tcp,-,53.358629,21,171,RSTO,42,2282,34,2144,Malicious
1551391192.98269,CeKERc42ChpJJGHDbg,192.168.1.200,52068,123.172.73.68,23,tcp,-,0.35628,0,0,REJ,2,120,2,80,Malicious
1526852400.80399,CfTjFN28i4otePxcQc,192.168.2.5,53166,51.15.137.6,22,tcp,ssh,2.246341,589,2603,SF,16,1429,16,3443,Malicious
1551410894.77592,CLrXnP12YMTScwZp6l,192.168.1.200,38438,111.3.50.79,23,tcp,-,0.430759,0,0,REJ,2,120,2,80,Malicious
