ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1526801351.069426,CuLhQp3NnDGn30qDw9,192.168.2.5,42117,144.217.233.225,22,tcp,-,0.864781,21,1111,SF,-,-,0,ShAdDaFf,6,341,5,1379,(empty),Malicious,Attack
1547084245.855466,C0ZW474rta6inIKHq4,192.168.1.194,42390,125.76.228.229,22,tcp,ssh,7.004473,1726,2155,SF,-,-,0,ShADadFf,16,2566,16,2995,-,Malicious,Attack
1551411689.062160,CYxpLpJ17X6k2jkm4,192.168.1.200,35016,152.91.120.168,23,tcp,-,1.221822,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526867593.949905,CU1ul23oEOgDtF70Yj,192.168.2.5,47665,204.85.2.160,22,tcp,ssh,3.620869,589,2603,SF,-,-,0,ShAdDaFf,14,1325,16,3443,(empty),Malicious,Attack
1526807927.468949,C5Pzfv2ZTPfhIjdIY7,192.168.2.5,35275,182.140.141.229,22,tcp,ssh,5.593840,589,2603,SF,-,-,0,ShAdDaFf,14,1325,16,3443,(empty),Malicious,Attack
1526882518.252483,CJdAi94w2lCOzefF7f,192.168.2.5,57301,137.74.114.140,22,tcp,ssh,3.588426,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1551392891.115668,CSDFkc4BEuiGdagEdk,192.168.1.200,37858,93.175.130.110,23,tcp,-,1.095615,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1526803084.448479,CMtfS333LWSrxXILBf,192.168.2.5,51534,144.202.50.228,22,tcp,ssh,3.305429,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1526772523.777761,CVwK3V1hU1kOLiRjr8,192.168.2.5,53523,31.145.9.194,22,tcp,ssh,1.651807,537,1135,SF,-,-,0,ShAdDafF,11,997,15,1739,(empty),Malicious,Attack
1526832790.866249,CvbT9vhG4BYyLgKF,192.168.2.5,33081,144.172.84.173,22,tcp,ssh,4.770281,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack
1551392914.179250,CeciUy146oBO3XvGGb,192.168.1.200,48874,123.152.53.155,23,tcp,-,0.341055,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551378802.666112,CrzGei2Xo5ZnPneo0k,192.168.1.200,46778,134.99.64.88,23,tcp,-,0.026493,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526758648.857513,Cv0RHw1R1IZfI8lcL3,192.168.2.5,50202,121.40.23.43,22,tcp,ssh,3.803502,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1526803767.812194,CNBoP34ESy6t5kTUA6,192.168.2.5,37523,144.21.90.11,22,tcp,ssh,0.585752,589,1801,SF,-,-,0,ShAdDaFf,13,1273,13,2485,(empty),Malicious,Attack
1547077041.961531,C6fEzz2CMMWYZZdB1l,192.168.1.194,40342,45.70.45.49,22,tcp,ssh,3.217927,1806,1110,SF,-,-,0,ShADadFf,14,2542,13,1794,-,Malicious,Attack
1547090046.550281,CXQliNs55S1eJgBR,192.168.1.194,40798,70.40.205.165,22,tcp,ssh,9.483580,2858,3277,SF,-,-,0,ShADadFf,17,3750,17,4169,-,Malicious,Attack
1526832894.710243,C7EpqN2TZMXcmP3gk,192.168.2.5,53487,144.48.6.29,22,tcp,ssh,5.078921,589,1745,SF,-,-,0,ShAdDaFf,13,1273,15,2533,(empty),Malicious,Attack
1526832252.059804,CgSgdc3cgbcP7dJ0r2,192.168.2.5,49581,144.217.59.75,22,tcp,ssh,4.004906,589,1801,SF,-,-,0,ShAdDaFf,15,1377,16,2641,(empty),Malicious,Attack
1526873181.022643,C7QXGh49s9DE4COpZ9,192.168.2.5,49381,203.242.197.223,22,tcp,ssh,6.974444,589,2241,SF,-,-,0,ShAdDaFf,13,1273,16,3081,(empty),Malicious,Attack
1526810195.916656,CoNBSq1aLHy5Ns6ld1,192.168.2.5,60914,182.61.142.247,22,tcp,ssh,5.064686,589,2603,SF,-,-,0,ShAdDaFf,16,1429,16,3443,(empty),Malicious,Attack
1551387973.337637,CfRW5dFemIyrLFcI8,192.168.1.200,58996,88.135.124.180,23,tcp,-,1.096379,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551384728.961464,CupwhK2fF6f8fudvva,192.168.1.200,55980,200.192.236.193,23,tcp,-,3.325605,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1526825240.499160,COFuSEmelWrB0AjAl,192.168.2.5,39783,196.196.64.182,22,tcp,ssh,3.226559,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1526817936.712393,CXA4al2N11FqJ6UCbl,192.168.2.5,44671,148.251.4.51,22,tcp,ssh,1.109792,589,1365,SF,-,-,0,ShAdDaFf,15,1377,11,1945,(empty),Malicious,Attack
1526772428.824518,CG8zHH2ssqesW22Oxe,192.168.2.5,49190,31.3.184.139,22,tcp,ssh,3.440685,589,1348,SF,-,-,0,ShAdDaFf,14,1325,17,2240,(empty),Malicious,Attack
1526803801.607098,CF6GiN3Fi6z1OeWHV3,192.168.2.5,37592,144.21.90.11,22,tcp,ssh,0.652816,589,1801,SF,-,-,0,ShAdDaFf,13,1273,13,2485,(empty),Malicious,Attack
1526882542.821577,CP2yCK1CmFf6lE2TZg,192.168.2.5,57335,137.74.114.140,22,tcp,ssh,3.951234,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1526801212.568992,CyOGQGxPtTNbbEgq1,192.168.2.5,49228,144.76.20.146,22,tcp,ssh,3.698050,589,1769,SF,-,-,0,ShAdDaFf,13,1129,15,2373,(empty),Malicious,Attack
1547081074.850308,C8gtazwbDTUSfmCg9,192.168.1.194,38732,83.213.3.198,22,tcp,ssh,3.657913,1726,1421,SF,-,-,0,ShADadFf,15,2514,15,2209,-,Malicious,Attack
1551380827.390359,CGj36t3oFYBBDtA7Qj,192.168.1.200,36736,183.100.95.189,23,tcp,-,0.298843,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551406715.862461,C6RvYOPwKHVSjPC2f,192.168.1.200,47508,124.163.44.55,23,tcp,-,0.328821,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526832944.553469,CfntOH3tWkQSleRMQ1,192.168.2.5,53516,144.48.6.29,22,tcp,ssh,6.838024,589,1745,SF,-,-,0,ShAdDaFf,15,1377,14,2481,(empty),Malicious,Attack
1526810272.230587,CGAqHC4SdGTjRDRvRg,192.168.2.5,32800,182.61.142.247,22,tcp,ssh,4.914758,589,2603,SF,-,-,0,ShAdDaFf,16,1429,16,3443,(empty),Malicious,Attack
1551379341.191144,ClPypM1wWSuHuhYcj7,192.168.1.200,33782,94.56.61.114,23,tcp,-,0.145418,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526816588.383112,C12O3a2SKqshBG0Z6b,192.168.2.5,55048,148.66.155.46,22,tcp,ssh,4.873383,589,1801,SF,-,-,0,ShAdDaFf,15,1209,15,2413,(empty),Malicious,Attack
1551398997.533003,CZrQg11jUtIhVOXiL1,192.168.1.200,32964,222.148.145.140,23,tcp,-,1.345985,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1547069847.233406,Cf2afO2YYaRICpM81i,192.168.1.194,60364,185.153.164.7,22,tcp,ssh,4.637575,2146,2429,SF,-,-,0,ShADadFf,16,2986,16,3269,-,Malicious,Attack
1551380620.187123,Co3Ghb3S9tIj9on2rh,192.168.1.200,49254,123.120.185.72,23,tcp,-,3.447508,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1551377990.067634,CalmZp4TpgX7RcOkIi,192.168.1.200,53526,218.144.209.160,23,tcp,-,1.366711,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1526772445.830209,COD9Rk1FkUlYj0FsS3,192.168.2.5,50692,31.217.212.25,22,tcp,ssh,2.872062,589,1348,SF,-,-,0,ShAdDaFf,14,1325,14,2084,(empty),Malicious,Attack
1526810486.155988,CrW5Ia3mysXX3ZNeEd,192.168.2.5,58967,182.54.195.83,22,tcp,ssh,5.824419,589,1115,SF,-,-,0,ShAdDaFf,15,1461,16,1967,(empty),Malicious,Attack
1526810775.488132,CO0owlvgBshcrYQg7,192.168.2.5,59444,182.54.195.83,22,tcp,ssh,5.796181,589,1123,SF,-,-,0,ShAdDaFf,14,1325,16,1963,(empty),Malicious,Attack
1526802536.049735,C3hQ301mIxR653M67l,192.168.2.5,54839,144.76.225.231,22,tcp,ssh,3.370749,589,1769,SF,-,-,0,ShAdDaFf,15,1377,16,2609,(empty),Malicious,Attack
1551408910.876115,CJqpx04Z9iJUPmUe86,192.168.1.200,55956,72.27.62.120,23,tcp,-,47.360026,24,101,RSTO,-,-,0,ShAdDaTR,46,2470,36,2114,-,Malicious,Attack
1526816350.847277,CB5rZHmqW3DgD5GQk,192.168.2.5,50246,148.251.35.54,22,tcp,ssh,0.833193,589,1301,SF,-,-,0,ShAdDaFf,13,1273,15,2089,(empty),Malicious,Attack
1551378868.715218,C7Byep4x9F8KV2290h,192.168.1.200,57296,88.81.84.161,23,tcp,-,3.163701,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1526846345.327979,C27k0X1rrQ2uVZIjmj,192.168.2.5,55147,191.239.60.163,22,tcp,ssh,3.949604,589,2574,SF,-,-,0,ShAdDaFf,14,1325,17,3466,(empty),Malicious,Attack
1526846921.469450,C9nerQ2KxEjDsMvAqg,192.168.2.5,51957,191.102.136.68,22,tcp,ssh,4.968223,589,2241,SF,-,-,0,ShAdDaFf,15,1385,16,3081,(empty),Malicious,Attack
1526817922.624940,CvPC9I1hoHyQNUjLbi,192.168.2.5,44643,148.251.4.51,22,tcp,ssh,0.908534,589,1365,SF,-,-,0,ShAdDaFf,13,1273,11,1945,(empty),Malicious,Attack
1526800734.987508,Cn0rwU2lm6ZHgTQOLj,192.168.2.5,57085,144.202.99.195,22,tcp,ssh,5.514042,589,2209,SF,-,-,0,ShAdDaFf,14,1333,14,2945,(empty),Malicious,Attack
1551378408.060723,Cz6hLu4SruNgNnF2X,192.168.1.200,34802,152.244.227.223,23,tcp,-,1.329509,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1547068973.002938,CBZTsq12c9KJylmcEl,192.168.1.194,36972,104.203.237.89,22,tcp,ssh,5.557580,2146,2429,SF,-,-,0,ShADdaFf,16,2986,16,3269,-,Malicious,Attack
1547070757.045375,CiEnndGjmn3uUdwC6,192.168.1.194,60200,193.112.26.148,22,tcp,ssh,4.959422,1790,1877,SF,-,-,0,ShADadFf,16,2630,15,2677,-,Malicious,Attack
1526810302.647490,CeHyKT3pq5c2neIyu5,192.168.2.5,35985,182.253.179.62,22,tcp,ssh,4.932156,589,2599,SF,-,-,0,ShAdDaFf,14,1325,17,3491,(empty),Malicious,Attack
1526830332.737473,Ceo4Cr1tGSNF94upO6,192.168.2.5,47323,144.217.86.0,22,tcp,ssh,2.512429,589,2600,SF,-,-,0,ShAdDaFf,16,1429,16,3440,(empty),Malicious,Attack
1551405800.182485,C7oJZOedXvEtlai32,192.168.1.200,34956,196.117.175.77,23,tcp,-,1.125861,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1526831380.856639,CJIgV21IdDyHw8zAG6,192.168.2.5,60504,144.76.228.131,22,tcp,ssh,0.391829,589,2241,SF,-,-,0,ShAdDaFf,15,1377,13,2925,(empty),Malicious,Attack
1526880627.880473,Cz0e0o1ccvbQBbvLLb,192.168.2.5,33381,137.205.232.143,22,tcp,ssh,3.918296,589,2241,SF,-,-,0,ShAdDaFf,15,1377,15,3029,(empty),Malicious,Attack
1551382935.647103,CkJmeE1L3oajmHyYmj,192.168.1.200,35542,105.141.168.68,23,tcp,-,3.317621,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1551408539.726096,CvNqPC1RaFG2Wh4T1a,192.168.1.200,36162,118.41.112.112,23,tcp,-,3.415063,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1526831377.803542,CbAtSC1pSWcQ8cfBs3,192.168.2.5,60492,144.76.228.131,22,tcp,ssh,0.358839,589,2241,SF,-,-,0,ShAdDaFf,13,1273,15,3029,(empty),Malicious,Attack
1526846446.567982,C60er120hPl9Cpgxg8,192.168.2.5,55279,191.239.60.163,22,tcp,ssh,3.377586,589,2574,SF,-,-,0,ShAdDaFf,16,1429,16,3414,(empty),Malicious,Attack
1526773251.175736,CbpQ8oEywaD6z3eck,192.168.2.5,53711,31.27.187.239,22,tcp,ssh,0.762351,589,1601,SF,-,-,0,ShAdDaFf,13,1273,13,2285,(empty),Malicious,Attack
1526772474.779857,CnppBL3WQxSdABOsGi,192.168.2.5,50765,31.217.212.25,22,tcp,ssh,1.850467,605,1348,SF,-,-,0,ShAdDaFf,14,1341,14,2084,(empty),Malicious,Attack
1526838846.525808,CF1fhM2CbQoCGIzy0d,192.168.2.5,53917,219.240.39.84,22,tcp,-,5.784395,0,0,SF,-,-,0,ShAfFa,3,164,3,164,(empty),Malicious,Attack
1526840059.622971,CxH9tS31jHepCRSRC1,192.168.2.5,38317,219.166.145.165,22,tcp,ssh,6.549707,589,1434,SF,-,-,0,ShAdDaFf,13,1273,13,2118,(empty),Malicious,Attack
1526873160.633229,CdAFCp4CCXIAfPvOhe,192.168.2.5,49355,203.242.197.223,22,tcp,ssh,6.327176,589,2241,SF,-,-,0,ShAdDaFf,13,1273,16,3081,(empty),Malicious,Attack
1551387254.187135,CEqX2D2deeod1kLXna,192.168.1.200,35808,98.166.132.68,23,tcp,-,0.112438,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526831390.889483,CHLCunhonlPTYtZh9,192.168.2.5,60542,144.76.228.131,22,tcp,ssh,0.358988,589,2241,SF,-,-,0,ShAdDaFf,15,1377,13,2925,(empty),Malicious,Attack
1526772418.522061,CIguFc28Yx55p2I6r4,192.168.2.5,49177,31.3.184.139,22,tcp,ssh,2.713395,589,1348,SF,-,-,0,ShAdDaFf,15,1377,19,2356,(empty),Malicious,Attack
1551386940.616007,CArBPa2nAUr9LWxPL4,192.168.1.200,58488,24.80.72.146,23,tcp,-,3.295131,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1551384075.515005,C49qKZe4hMw6zdwKf,192.168.1.200,50000,218.87.190.77,23,tcp,-,0.357050,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551383106.313661,CBGuIK2qUMZVpc3oVc,192.168.1.200,51754,124.235.184.201,23,tcp,-,0.367043,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526832749.876159,CrCQyv2gPKpv8GRei8,192.168.2.5,33021,144.172.84.173,22,tcp,ssh,5.431339,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack
1551386518.025166,ClB61q2OnP3FCNCTxi,192.168.1.200,47972,107.172.170.212,23,tcp,-,0.182650,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551394963.963228,ChRBVYADCGcqci2Me,192.168.1.200,40082,121.163.110.173,23,tcp,-,0.291326,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526852191.690625,CKJS4SSJofEnktRIc,192.168.2.5,34400,51.254.57.165,22,tcp,ssh,2.149014,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1526853672.848525,CJSEgg4GXPiMJP3nK,192.168.2.5,44063,51.15.2.81,22,tcp,ssh,3.810294,589,2600,SF,-,-,0,ShAdDaFf,15,1377,17,3504,(empty),Malicious,Attack
1526758417.950112,CWbg0v11dZRYccXhDl,192.168.2.5,34730,121.41.11.135,22,tcp,ssh,4.407696,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1526830024.329210,C3c69032y2Btgwz3Ge,192.168.2.5,53991,144.76.156.49,22,tcp,ssh,2.494951,589,2590,SF,-,-,0,ShAdDaFf,15,1461,17,3494,(empty),Malicious,Attack
1526774504.343623,CSByNH3zoZ3BwUidzd,192.168.2.5,58423,31.168.214.125,22,tcp,ssh,2.639452,589,1945,SF,-,-,0,ShAdDaFf,15,1377,13,2633,(empty),Malicious,Attack
1526802826.126850,CaZ52o2qo4iOf8skse,192.168.2.5,44337,144.22.77.58,22,tcp,ssh,3.691633,589,1801,SF,-,-,0,ShAdDaFf,14,1333,13,2485,(empty),Malicious,Attack
1551383837.140343,CtlzanHvsGmefQYIc,192.168.1.200,48880,109.104.14.44,23,tcp,-,0.038239,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526803165.650170,CWaomd1LPVrfvaAJx7,192.168.2.5,51641,144.202.50.228,22,tcp,ssh,5.116877,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1551408020.311098,CH4Llq3NS6TpgofGHd,192.168.1.200,45132,179.163.115.145,23,tcp,-,1.402962,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551382893.703761,CkJ0Z63lhGkPEioEAe,192.168.1.200,48672,124.128.161.48,23,tcp,-,0.348537,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526772906.009668,CKylHV2G7pILxh3r81,192.168.2.5,39621,31.162.62.5,22,tcp,ssh,3.272508,589,1167,SF,-,-,0,ShAdDaFfR,14,1313,16,1939,(empty),Malicious,Attack
1526832673.671812,Cb7bRu1hPSKjHoAwM9,192.168.2.5,53170,144.48.6.29,22,tcp,ssh,6.960689,589,1745,SF,-,-,0,ShAdDaFf,17,1489,16,2593,(empty),Malicious,Attack
1551412478.577289,C5ZC9l2i8QeKmBQL7e,192.168.1.200,42312,126.216.187.212,23,tcp,-,1.335981,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1526773335.603942,CCZsUD2C65bpKuuFQc,192.168.2.5,33166,31.28.24.215,22,tcp,ssh,0.977842,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1551410690.802814,C12bSm4Z8fovD9XWIc,192.168.1.200,40788,119.206.72.132,23,tcp,-,0.283342,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526838709.385966,CNK9IrGtduY0Z5V5b,192.168.2.5,44630,219.235.3.132,22,tcp,ssh,7.198741,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack
1526867731.776649,C2JDd52heAIUguNNH,192.168.2.5,38519,204.44.75.64,22,tcp,ssh,4.201431,589,2225,SF,-,-,0,ShAdDaFf,13,1273,15,3013,(empty),Malicious,Attack
1526838716.246288,CDWOjy4TPjn3jGHoc,192.168.2.5,44640,219.235.3.132,22,tcp,ssh,5.434386,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1551410502.026078,CPkAQKjFWrfCXHx9c,192.168.1.200,35434,60.93.151.115,23,tcp,-,0.280595,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526817893.933465,COKM3QqnDSSHtj50j,192.168.2.5,44572,148.251.4.51,22,tcp,ssh,1.215065,589,1365,SF,-,-,0,ShAdDaFf,13,1273,11,1945,(empty),Malicious,Attack
1551408560.583225,Coqt0u407X0lFF1uCb,192.168.1.200,49738,122.226.226.222,23,tcp,-,0.481733,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551393619.532779,CzDI8w3VUhvL4PCB2l,192.168.1.200,44546,154.205.133.142,23,tcp,-,0.176159,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526808338.418752,CiPJZTMTz95AOI1Me,192.168.2.5,45408,182.129.240.170,22,tcp,ssh,5.530583,589,895,SF,-,-,0,ShAdDaFfRR,15,1353,15,1683,(empty),Malicious,Attack
1551398851.503303,C4l9ku24gqw2dRyvff,192.168.1.200,58176,123.155.71.47,23,tcp,-,1.441661,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551404628.152857,ClJV76SyeCwH47nGb,192.168.1.200,36574,128.163.129.153,23,tcp,-,0.124665,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551407755.975604,CXI031r39TE0WuX36,192.168.1.200,54008,59.148.73.193,23,tcp,-,3.378087,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1526767170.991103,CTH2BQ3ggE5gbeOJR7,192.168.2.5,50485,69.64.84.153,22,tcp,-,0.453162,0,0,SF,-,-,0,ShAfFa,3,164,3,164,(empty),Malicious,Attack
1526809194.575528,CnwCkQ9ULJnxwIIC4,192.168.2.5,34316,182.75.45.134,22,tcp,ssh,4.705355,589,1094,SF,-,-,0,ShAdDaFf,14,1325,16,1934,(empty),Malicious,Attack
1526854291.483277,CA0QK73YE6W7SMwI18,192.168.2.5,38303,51.254.123.104,22,tcp,ssh,3.587397,589,2603,SF,-,-,0,ShAdDaFf,16,1429,16,3443,(empty),Malicious,Attack
1547078202.535271,CrveYa4uV7xb5ufOJh,192.168.1.194,53936,185.157.232.128,22,tcp,ssh,3.375609,1726,1877,SF,-,-,0,ShADadFf,15,2514,15,2665,-,Malicious,Attack
1526801122.001816,C68BIR1DGqGLwKfXOl,192.168.2.5,49094,144.76.20.146,22,tcp,ssh,2.247515,589,1769,SF,-,-,0,ShAdDaFf,13,1129,15,2373,(empty),Malicious,Attack
1551404267.117781,C6GQs83XWPqbqBbjm7,192.168.1.200,49202,200.104.153.237,23,tcp,-,1.310495,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1526825026.005142,CR30Nz1xnh5FlKYV1j,192.168.2.5,54653,196.196.115.15,22,tcp,ssh,3.210821,589,1801,SF,-,-,0,ShAdDaFf,13,1273,14,2537,(empty),Malicious,Attack
1551411001.336639,C6j7ze3ISDpcgg6xX8,192.168.1.200,58956,167.93.236.233,23,tcp,-,0.332560,0,0,RSTR,-,-,0,ShwAr,4,200,4,168,-,Malicious,Attack
1526758489.501659,CvgUtE14SbsSMu1lmf,192.168.2.5,34823,121.41.11.135,22,tcp,ssh,5.785574,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1551391826.858672,CJ55DE3b0flLMr0NX9,192.168.1.200,50868,199.87.119.180,23,tcp,-,1.143088,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551385382.837324,CbOjZE3iZH7Gr1PNl8,192.168.1.200,42392,171.118.159.113,23,tcp,-,3.449312,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1551388963.140153,CCePkc2Bmi3WpQDKjd,192.168.1.200,46728,119.162.98.130,23,tcp,-,1.380214,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551390948.742608,C7xtlHw3scgS0injg,192.168.1.200,39334,66.90.131.110,23,tcp,-,0.148155,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1547081400.955877,CTldxU3ifzZ4O3p7fi,192.168.1.194,45488,202.162.222.182,22,tcp,-,0.484222,42,0,SF,-,-,0,ShADfrFr,4,258,4,192,-,Malicious,Attack
1547089101.708674,C7y6Dl3pL051FpXec1,192.168.1.194,42174,34.200.201.39,22,tcp,ssh,1.895921,1642,1753,SF,-,-,0,ShADadFf,14,2378,14,2489,-,Malicious,Attack
1526851646.783439,CgpCZC1uCBuVuBMVX8,192.168.2.5,35136,51.254.203.244,22,tcp,ssh,2.403644,589,2599,SF,-,-,0,ShAdDaFf,14,1325,16,3439,(empty),Malicious,Attack
1551392111.218630,CrqJ6T1Zlk7i82QiU8,192.168.1.200,43836,107.152.33.135,23,tcp,-,0.114702,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1547078384.846204,CFNxkb37yq6kOhyvdh,192.168.1.194,48106,103.234.112.208,22,tcp,ssh,4.956916,1790,1712,SF,-,-,0,ShADadFf,15,2578,14,2448,-,Malicious,Attack
1526811267.749754,C9PXAr1wavjIcZuQO2,192.168.2.5,58412,182.132.240.242,22,tcp,ssh,5.340161,589,887,SF,-,-,0,ShAdDaFfRR,16,1405,16,1727,(empty),Malicious,Attack
1526773255.721777,CwXxhJ2fIi2318v2Ne,192.168.2.5,32999,31.28.24.215,22,tcp,ssh,1.695948,589,1801,SF,-,-,0,ShAdDaFf,13,1273,14,2537,(empty),Malicious,Attack
1551395950.771602,CZB6mH16mRCUjOHbtc,192.168.1.200,50138,91.134.89.116,23,tcp,-,0.029724,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551394987.623754,CD6Uxk2lTqzAylMIjh,192.168.1.200,35742,193.57.125.148,23,tcp,-,0.052225,0,0,RSTOS0,-,-,0,SaR,4,200,2,80,-,Malicious,Attack
1526852406.164453,C0sOnN3lsUI0kiY7p3,192.168.2.5,53175,51.15.137.6,22,tcp,ssh,2.918890,589,2603,SF,-,-,0,ShAdDaFf,16,1429,16,3443,(empty),Malicious,Attack
1526882787.459723,CSLeRyVyORY1VpEig,192.168.2.5,47812,137.175.44.42,22,tcp,ssh,6.888206,589,1801,SF,-,-,0,ShAdDaFf,15,1385,16,2649,(empty),Malicious,Attack
1551409497.304758,C1EGqo23Vfg6QVI5Rg,192.168.1.200,47276,119.41.19.75,23,tcp,-,0.346060,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551381904.979037,Cm1ZCD1CQCDgqs0Gm2,192.168.1.200,52416,187.116.49.68,23,tcp,-,2.527567,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551408028.076942,CmluBH2MCLp72dWqL8,192.168.1.200,36596,171.242.177.237,23,tcp,-,1.552112,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1526838487.632329,CivNjc1YH82D6yEBuk,192.168.2.5,44323,219.235.3.132,22,tcp,ssh,6.450199,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack
1526759664.636258,CPSrKw1dJARCx4i1B8,192.168.2.5,44074,121.232.125.149,22,tcp,ssh,5.663195,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1526817901.488672,ClMTes2WBlZeflOkLl,192.168.2.5,44595,148.251.4.51,22,tcp,ssh,0.615911,589,1365,SF,-,-,0,ShAdDaFf,16,1429,11,1945,(empty),Malicious,Attack
1547071706.589279,CKnGlB20MSrKpFD355,192.168.1.194,46740,85.214.61.210,22,tcp,ssh,2.189750,1726,2432,SF,-,-,0,ShADadFf,16,2566,16,3272,-,Malicious,Attack
1526771996.256333,CdDl4z86kvX1Mdz2k,192.168.2.5,56419,31.177.24.75,22,tcp,-,0.091554,0,0,SF,-,-,0,ShAfFa,3,164,3,164,(empty),Malicious,Attack
1526801162.403173,CNLKDP3EdVFSSj3oce,192.168.2.5,49154,144.76.20.146,22,tcp,ssh,3.128274,589,1769,SF,-,-,0,ShAdDaFf,13,1129,15,2373,(empty),Malicious,Attack
1526772989.635980,CR8Rtx1ccWd5VkDUp8,192.168.2.5,39736,31.162.62.5,22,tcp,ssh,3.830855,589,1159,SF,-,-,0,ShAdDatFf,17,1493,17,2051,(empty),Malicious,Attack
